timestamp,ID,yaw,heading,state,acceleration
2025-03-14 11:58:59.550547,98,134,255,DRIVING,10.65
2025-03-14 11:58:59.974485,98,125,143,DRIVING,8.76
2025-03-14 11:59:00.389281,98,114,146,DRIVING,10.03
2025-03-14 11:59:00.802260,98,104,132,DRIVING,9.74
2025-03-14 11:59:01.217398,98,98,106,DRIVING,9.22
2025-03-14 11:59:01.630154,98,96,113,DRIVING,9.62
2025-03-14 11:59:02.045615,98,96,201,DRIVING,9.51
2025-03-14 11:59:02.461486,98,98,258,DRIVING,9.44
2025-03-14 11:59:03.156313,98,100,176,DRIVING,9.86
2025-03-14 11:59:04.320626,98,103,224,DRIVING,9.74
2025-03-14 11:59:04.321390,98,106,248,DRIVING,11.01
2025-03-14 11:59:04.322109,98,109,250,DRIVING,9.99
2025-03-14 11:59:04.561244,98,112,140,DRIVING,9.3
2025-03-14 11:59:04.968984,98,115,135,DRIVING,9.48
2025-03-14 11:59:05.385564,98,116,123,DRIVING,9.86
2025-03-14 11:59:05.808275,98,114,274,DRIVING,9.55
2025-03-14 11:59:06.221558,98,107,170,DRIVING,9.45
2025-03-14 11:59:06.643986,98,100,135,DRIVING,9.33
2025-03-14 11:59:07.058716,98,95,134,DRIVING,9.66
2025-03-14 11:59:07.473676,98,94,135,DRIVING,9.85
2025-03-14 11:59:07.912151,98,94,266,DRIVING,9.89
2025-03-14 11:59:08.306786,98,92,300,DRIVING,9.99
2025-03-14 11:59:08.720389,98,87,295,DRIVING,10.13
2025-03-14 11:59:09.136323,98,75,152,DRIVING,9.87
2025-03-14 11:59:09.562656,98,59,139,DRIVING,9.63
2025-03-14 11:59:09.980642,98,44,154,DRIVING,9.7
2025-03-14 11:59:10.387454,98,31,160,DRIVING,9.69
2025-03-14 11:59:10.809237,98,19,162,DRIVING,9.59
2025-03-14 11:59:11.227940,98,9,274,DRIVING,9.98
2025-03-14 11:59:11.637943,98,356,295,DRIVING,9.75
2025-03-14 11:59:12.064055,98,339,294,DRIVING,9.88
2025-03-14 11:59:12.473518,98,316,285,DRIVING,9.66
2025-03-14 11:59:12.897361,98,290,278,DRIVING,9.67
2025-03-14 11:59:13.306362,98,262,202,DRIVING,9.62
2025-03-14 11:59:13.740535,98,239,201,DRIVING,9.46
2025-03-14 11:59:14.147860,98,223,255,DRIVING,9.92
2025-03-14 11:59:14.562196,98,206,161,DRIVING,9.32
2025-03-14 11:59:14.979022,98,187,159,DRIVING,9.83
2025-03-14 11:59:15.398854,98,169,167,DRIVING,9.57
2025-03-14 11:59:15.810394,98,149,209,STANDING,9.64
2025-03-14 11:59:16.228557,98,124,291,DRIVING,10.03
2025-03-14 11:59:16.643979,98,96,107,DRIVING,9.7
2025-03-14 11:59:17.062712,98,71,108,DRIVING,9.69
2025-03-14 11:59:17.485093,98,59,85,DRIVING,9.83
2025-03-14 11:59:17.893687,98,55,315,DRIVING,9.63
2025-03-14 11:59:18.316599,98,50,97,DRIVING,9.54
2025-03-14 11:59:18.727616,98,48,0,DRIVING,9.5
2025-03-14 11:59:19.145876,98,49,101,STANDING,9.58
2025-03-14 11:59:19.577575,98,53,102,DRIVING,9.73
2025-03-14 11:59:19.982744,98,59,105,DRIVING,9.93
2025-03-14 11:59:20.399746,98,65,99,DRIVING,9.67
2025-03-14 11:59:20.821216,98,68,94,DRIVING,9.56
2025-03-14 11:59:21.237631,98,68,98,DRIVING,9.67
2025-03-14 11:59:21.652954,98,68,73,DRIVING,9.56
2025-03-14 11:59:22.068970,98,68,68,DRIVING,9.77
2025-03-14 11:59:22.489774,98,69,105,DRIVING,9.57
2025-03-14 11:59:22.909666,98,72,20,DRIVING,9.55
2025-03-14 11:59:23.363621,98,76,303,DRIVING,9.72
2025-03-14 11:59:23.741195,98,81,127,DRIVING,9.92
2025-03-14 11:59:24.158688,98,85,124,DRIVING,9.69
2025-03-14 11:59:24.571589,98,87,125,DRIVING,9.78
2025-03-14 11:59:25.009917,98,87,311,DRIVING,9.9
2025-03-14 11:59:25.401204,98,90,301,DRIVING,9.87
2025-03-14 11:59:25.818541,98,98,283,DRIVING,9.17
2025-03-14 11:59:26.234166,98,108,159,DRIVING,9.45
2025-03-14 11:59:26.656516,98,118,128,DRIVING,10.25
2025-03-14 11:59:27.075360,98,124,129,DRIVING,9.42
2025-03-14 11:59:27.493327,98,126,200,DRIVING,10.08
2025-03-14 11:59:27.907343,98,126,127,DRIVING,9.43
2025-03-14 11:59:28.340656,98,123,143,DRIVING,9.74
2025-03-14 11:59:28.737121,98,116,135,DRIVING,9.94
2025-03-14 11:59:29.156494,98,106,131,DRIVING,10.48
2025-03-14 11:59:29.569656,98,93,120,DRIVING,9.41
2025-03-14 11:59:30.021010,98,79,113,DRIVING,9.68
2025-03-14 11:59:30.421352,98,64,98,DRIVING,9.85
2025-03-14 11:59:30.824994,98,57,77,DRIVING,9.42
2025-03-14 11:59:31.242961,98,55,77,DRIVING,9.66
2025-03-14 11:59:31.656889,98,55,55,DRIVING,9.76
2025-03-14 11:59:32.076904,98,56,2,DRIVING,9.55
2025-03-14 11:59:32.489792,98,58,97,DRIVING,9.73
2025-03-14 11:59:32.906130,98,57,112,DRIVING,9.8
2025-03-14 11:59:33.327277,98,55,112,DRIVING,9.77
2025-03-14 11:59:33.738798,98,53,87,DRIVING,9.74
2025-03-14 11:59:34.163400,98,50,104,DRIVING,10.05
2025-03-14 11:59:34.579992,98,48,102,DRIVING,9.68
2025-03-14 11:59:35.019907,98,48,71,DRIVING,9.77
2025-03-14 11:59:35.426365,98,49,83,DRIVING,9.88
2025-03-14 11:59:35.824733,98,49,79,DRIVING,9.39
2025-03-14 11:59:36.246402,98,47,89,DRIVING,9.69
2025-03-14 11:59:36.660598,98,42,90,DRIVING,9.79
2025-03-14 11:59:37.369310,98,37,85,STANDING,9.87
2025-03-14 11:59:37.496142,98,31,77,DRIVING,9.49
2025-03-14 11:59:37.911842,98,26,68,DRIVING,9.69
2025-03-14 11:59:38.331049,98,20,36,DRIVING,9.63
2025-03-14 11:59:38.743216,98,12,38,DRIVING,9.71
2025-03-14 11:59:39.159271,98,6,29,DRIVING,9.59
2025-03-14 11:59:39.579490,98,6,56,DRIVING,9.71
2025-03-14 11:59:40.008997,98,7,49,STANDING,9.69
2025-03-14 11:59:40.439556,98,7,32,DRIVING,9.7
2025-03-14 11:59:40.831274,98,7,48,DRIVING,9.7
2025-03-14 11:59:41.249536,98,7,22,DRIVING,9.65
2025-03-14 11:59:41.695067,98,7,60,DRIVING,9.46
2025-03-14 11:59:42.089094,98,5,76,DRIVING,9.74
2025-03-14 11:59:42.520140,98,4,69,DRIVING,9.68
2025-03-14 11:59:42.914821,98,2,64,DRIVING,9.7
2025-03-14 11:59:43.334700,98,2,42,STANDING,9.72
2025-03-14 11:59:43.759456,98,2,204,DRIVING,9.74
2025-03-14 11:59:44.172930,98,2,178,DRIVING,9.68
2025-03-14 11:59:44.584802,98,1,182,DRIVING,9.63
2025-03-14 11:59:45.020442,98,1,212,DRIVING,9.71
